read13616 36597 0.021555968924389976 0.0 0.0 0.0 0.03 read1950
read3364 36597 0.023727137913989126 0.011904761904761904 0.0 0.04 0.0 read8137
read2168 36597 0.02373895383939843 0.04 0.018 0.02 0.02 read16671
read15804 36561 0.01894314307709227 0.0 0.008 0.0 0.01 read16609
read5430 36561 0.02487943884261289 0.046511627906976744 0.12 0.0 0.3 read12604
read16068 36561 0.02205681134037546 0.0 0.034 0.01 0.02 read1249
read17291 36561 0.0 0.0 0.0 0.0 0.0
read5024 36485 0.022212471891625077 0.014 0.0 0.02 0.0 read10183
read275 36447 0.0155924014494345 0.0 0.0 0.0 0.0 read7160
read13194 36447 0.025659419490122504 0.018 0.01 0.03 0.01 read41
read14850 36447 0.0230904398440503 0.006 0.032 0.01 0.01 read4900
read7868 36447 0.015126883972115835 0.04 0.0 0.02 0.0 read12974
read8475 36447 0.028238013981394836 0.048 0.026 0.01 0.12 read6008
read12863 36447 0.03212286651777098 0.0 0.014 0.05 0.0 read9605
read8283 36447 0.032061363573655605 0.01 0.042 0.01 0.01 read17587
read298 36447 0.03145900421104781 0.042 0.032 0.02 0.0 read9828
read10644 36447 0.0265348166460651 0.032 0.0 0.02 0.04 read14948
read16357 36447 0.020389096504726312 0.0 0.01 0.0 0.03 read14948
read13553 36447 0.020564493987150625 0.0 0.0 0.01 0.0 read9871
read13927 36447 0.02340723646254018 0.046 0.0 0.02 0.0 read11931
read2243 36440 0.03485965057547404 0.02 0.034 0.01 0.12 read9828
read8853 36440 0.014520653429404323 0.012 0.004 0.08 0.06 read13079
read17306 36392 0.021987396461102395 0.016 0.03 0.01 0.01 read5400
read16793 36392 0.017578827893585804 0.0 0.01 0.0 0.01 read7406
read6515 36342 0.02839108023925687 0.0 0.026 0.02 0.06 read11595
read12793 36342 0.01590057319223986 0.036 0.0 0.02 0.0 read859
read1821 36342 0.02522656940760389 0.0 0.014 0.0 0.03 read498
read5054 36342 0.023476248208971675 0.058 0.046 0.01 0.04 read498
read15805 36342 0.01559228650137741 0.0 0.012 0.0 0.0 read8715
read1882 36252 0.022512568366388597 0.0 0.0 0.04 0.0 read3649
read8013 36252 0.020957009139354447 0.0 0.02 0.03 0.03 read16717
read9124 36252 0.01789956356002431 0.038 0.0 0.0 0.0 read8541
read2284 36250 0.02745249668581529 0.09 0.046 0.14 0.08 read4708
read17726 36250 0.0257465383973753 0.0 0.038 0.0 0.03 read6754
read15940 36250 0.02511756569847856 0.064 0.018 0.0 0.0 read16553
read173 36250 0.011825491117066836 0.026 0.0 0.03 0.0 read13025
read14195 36250 0.01648715824357912 0.002 0.026 0.0 0.0 read15430
read10690 36250 0.02268462302682415 0.046 0.0 0.03 0.0 read8715
read16123 36249 0.024070082352290943 0.024 0.006 0.0 0.0 read8332
read2288 36249 0.025709783540209547 0.0 0.038 0.01 0.05 read12003
read6882 36249 0.022743602498203726 0.02 0.002 0.01 0.01 read10772
read14376 36249 0.01796704661496426 0.002 0.0 0.03 0.01 read8541
read7262 36061 0.027922240453875462 0.012 0.018 0.0 0.0 read4705
read2142 36061 0.014285714285714285 0.018 0.002 0.0 0.01 read5739
read7351 36061 0.021520006664260127 0.056 0.048 0.0 0.04 read498
read16452 36061 0.02654695057541558 0.002 0.028 0.0 0.05 read5721
read3160 36061 0.022037191229530947 0.04 0.046 0.02 0.0 read5313
read13835 36058 0.018194444444444444 0.0 0.03 0.0 0.02 read5583
read5642 36058 0.030561972889470313 0.008 0.05 0.0 0.04 read9828
read5839 36046 0.0347536766761729 0.002 0.002 0.0 0.0 read5748
read1027 36046 0.017548243787310843 0.0 0.006 0.0 0.02 read8056
read3754 36046 0.02641698712589868 0.018 0.0 0.02 0.03 read8137
read12171 36046 0.022066170756078606 0.004 0.066 0.01 0.04 read9276
read3594 35988 0.022361284939507717 0.0 0.0 0.0 0.02 read11735
read6344 35983 0.02133883054294231 0.0 0.026 0.0 0.02 read3708
read13328 35983 0.019895375368690522 0.03187250996015936 0.028 0.0 0.01 read11879
read1791 35983 0.01996440885329774 0.0 0.07 0.0 0.05 read6417
read14057 35964 0.0219767991765655 0.028 0.034 0.04 0.0 read15477
read7226 35964 0.02486787204450626 0.0 0.0 0.01 0.01 read14907
read2612 35795 0.024987422438369947 0.02 0.036 0.01 0.03 read5583
read14325 35795 0.026447583141072532 0.016 0.0 0.01 0.02 read8332
read3606 35795 0.022933467741935484 0.0 0.044 0.05 0.11 read9730
read3114 35795 0.02171725641455643 0.032 0.002 0.03 0.03 read7966
read2 35623 0.023933843244616296 0.08070866141732283 0.024 0.06 0.01 read12604
read9156 35623 0.02440462817344417 0.032 0.036 0.02 0.05 read15477
read10142 35623 0.013817507793411407 0.0 0.024 0.0 0.02 read8131
read6557 35623 0.023960852691377467 0.012 0.042 0.01 0.07 read8715
read6913 35617 0.026852634544942237 0.06 0.048 0.1 0.08 read11941
read6513 35617 0.0246274950801237 0.004 0.0 0.02 0.0 read11595
read14552 35617 0.02667678641704616 0.014 0.026 0.04 0.01 read2278
read8389 35475 0.025067043048694424 0.0 0.042 0.0 0.03 read16177
read5401 35475 0.020041211505349026 0.026 0.0 0.16 0.0 read1267
read17522 35475 0.013907695779733694 0.0 0.018 0.0 0.03 read14875
read10716 35459 0.03013566714815759 0.014 0.012 0.01 0.05 read2900
read1429 35459 0.02490037025522173 0.0 0.0 0.02 0.0 read12003
read5102 35313 0.027491701421397566 0.014 0.066 0.01 0.11 read16555
read14487 35313 0.025834444034824038 0.04 0.012 0.05 0.07 read12531
read11316 35313 0.02479596463386987 0.062 0.048 0.02 0.04 read9796
read3646 35313 0.02368674562248541 0.0 0.008 0.01 0.01 read14948
read14421 35313 0.019881280354454828 0.0 0.008 0.0 0.01 read13337
read11847 35313 0.021715680708527307 0.002 0.036 0.0 0.03 read13337
read9561 35313 0.02140055703973171 0.036 0.026 0.0 0.02 read4374
read17467 35313 0.02184507281690939 0.032 0.026 0.0 0.02 read4297
read9145 35144 0.01699215965787598 0.0 0.0 0.02 0.0 read2142
read15211 35144 0.019962978783995444 0.032 0.0 0.02 0.0 read11847
read14175 35144 0.02331082043828902 0.004 0.028 0.02 0.05 read8853
read5973 35144 0.01882279237975909 0.018 0.046 0.15 0.05 read14707
read6168 35036 0.023937385740402193 0.012 0.054 0.04 0.0 read1868
read1245 35036 0.022912321800988487 0.027944111776447105 0.05 0.1 0.02 read9582
read14970 35036 0.022301644031451035 0.026 0.044 0.02 0.06 read1600
read7074 34970 0.031964126591738765 0.03 0.052 0.0 0.02 read6008
read3796 34970 0.018311350175960632 0.0 0.046 0.01 0.06 read14835
read14460 34970 0.023154266015512785 0.016 0.004 0.03 0.05 read16671
read17414 34970 0.021391140001718163 0.01 0.042 0.0 0.06 read12935
read5256 34913 0.01528140141632501 0.0 0.05 0.0 0.01 read5583
read3963 34913 0.027324129617404783 0.026 0.04 0.13 0.04 read8332
read387 34913 0.026149038047997248 0.0 0.0 0.0 0.04 read15477
read15197 34826 0.03266824289256675 0.078 0.028 0.23 0.02 read2900
read1433 34826 0.01384739140427488 0.0 0.064 0.0 0.07 read12003
read4985 34826 0.014859310780904205 0.022 0.0 0.01 0.0 read10158
read3227 34674 0.03423407767833869 0.01 0.032 0.05 0.05 read2390
read13410 34674 0.02048529963357281 0.0 0.002 0.0 0.0 read12793
read16817 34674 0.01763093348723128 0.0 0.036 0.0 0.03 read11879
read9825 34674 0.0213392625104675 0.014 0.014 0.04 0.02 read9871
read10032 34614 0.020010440229685053 0.0 0.01 0.0 0.01 read9311
read13012 34614 0.023852203076211404 0.032 0.004 0.05 0.05 read4985
read15399 34614 0.019742737389796212 0.0 0.014 0.0 0.0 read1791
read10659 34474 0.023693216719805774 0.018 0.018 0.02 0.01 read8493
read13161 34474 0.02886321976199482 0.0 0.05 0.0 0.05 read12003
read1861 34474 0.024189322931827444 0.038 0.0 0.05 0.0 read10445
read984 34474 0.015393999244822678 0.0 0.008 0.0 0.02 read8453
read9252 34474 0.025657435420060506 0.002 0.026 0.02 0.01 read5291
read12800 34474 0.012796332298406987 0.018 0.0 0.01 0.01 read12394
read6398 34390 0.021557026536231035 0.0 0.038 0.01 0.04 read6344
read8098 34390 0.0277266485523125 0.02 0.068 0.02 0.02 read13960
read5604 34390 0.029976649153531817 0.004 0.07 0.0 0.06 read8137
read12048 34381 0.016003964552238806 0.01 0.0 0.01 0.0 read9504
read7781 34381 0.025571416060951046 0.03 0.004 0.01 0.0 read2284
read10487 34381 0.02008850588098288 0.056 0.016 0.02 0.02 read7245
read6890 34250 0.030539731015446055 0.006 0.032 0.02 0.01 read13960
read11932 34250 0.023399842248254508 0.0 0.086 0.0 0.01 read14875
read2359 34223 0.02091744192850038 0.0 0.022 0.0 0.04 read259
read13952 34223 0.02735909917306903 0.064 0.026 0.17 0.07 read2390
read7820 34220 0.019702993451824136 0.044 0.002 0.02 0.0 read7968
read11836 34195 0.025757172040145663 0.0 0.008 0.0 0.03 read12326
read14225 34154 0.020633988846492514 0.0 0.0 0.02 0.0 read893
read3039 34154 0.019198027358656725 0.018 0.014 0.04 0.0 read12003
read4626 34154 0.026541397533763948 0.0 0.026 0.0 0.02 read13079
read9247 34154 0.01670476525408827 0.058 0.0 0.04 0.0 read1683
read16783 34154 0.020159990623260175 0.0 0.01 0.0 0.01 read6877
read1788 34120 0.02891771835377872 0.154 0.012 0.76 0.02 read7692
read7491 34120 0.02032556093268808 0.006 0.028 0.05 0.02 read7968
read8620 34009 0.020689655172413793 0.024 0.05303030303030303 0.01 0.03 read14225
read6214 34009 0.023828435266084195 0.02 0.0 0.03 0.0 read14366
read2999 34009 0.021143397117883298 0.0 0.018 0.0 0.0 read1650
read10205 34009 0.01699976348155156 0.032 0.0 0.0 0.0 read7868
read13923 34009 0.026878868258178604 0.018 0.124 0.01 0.29 read8137
read2826 34009 0.021247792819305472 0.018 0.03 0.0 0.04 read5313
read6523 33968 0.02745468500915156 0.012 0.068 0.01 0.02 read41
read6035 33968 0.018067140204544786 0.022 0.018 0.05 0.13 read4605
read689 33930 0.018291783448886267 0.018 0.0 0.03 0.0 read8388
read9929 33909 0.02347764455732089 0.002 0.028 0.03 0.03 read10225
read10811 33909 0.022285191416511703 0.004 0.008 0.0 0.0 read8726
read12499 33909 0.021952083087454267 0.018 0.0 0.01 0.0 read13177
read6432 33848 0.0023943953412752374 0.0 0.0 0.01 0.0 read9828
read13822 33848 0.030587468909155514 0.024 0.07 0.0 0.0 read4900
read15135 33848 0.02741796840264398 0.02 0.03 0.01 0.0 read4708
read9300 33848 0.022609263270332018 0.03937007874015748 0.024 0.06 0.06 read10716
read7475 33848 0.019979872128818375 0.02 0.0 0.02 0.0 read13337
read16050 33848 0.023899184581171237 0.0 0.024 0.01 0.01 read10445
read16940 33848 0.01673120695261462 0.012 0.0 0.03 0.0 read4917
read5720 33842 0.019427826808031748 0.006 0.018 0.05 0.01 read14409
read2607 33842 0.029516463957282704 0.01 0.056 0.04 0.1 read12003
read1488 33842 0.02211222100364585 0.036 0.004 0.04 0.0 read15211
read6569 33842 0.00905352229355898 0.0 0.032 0.0 0.02 read16671
read5457 33842 0.0023957409050576754 0.0 0.0 0.0 0.0 read8332
read6741 33736 0.015284688496260763 0.0 0.014 0.0 0.05 read2574
read7686 33736 0.022282301910336016 0.012 0.014 0.0 0.03 read12250
read9164 33736 0.014569300614225096 0.0 0.042 0.0 0.07 read10142
read12081 33736 0.01811217672733751 0.0 0.036 0.01 0.0 read4983
read17208 33736 0.016992378636457993 0.036 0.03 0.02 0.03 read11765
read184 33633 0.025049891281684687 0.03 0.022 0.0 0.05 read9181
read5219 33633 0.019578089202297005 0.0 0.006 0.01 0.02 read7966
read5353 33633 0.020025589906864642 0.002 0.031496062992125984 0.0 0.03 read11372
read8049 33633 0.022312131849824477 0.024 0.002 0.01 0.02 read8388
read13712 33596 0.03189454175883302 0.018 0.026 0.01 0.05 read8917
read1924 33596 0.02915425848719476 0.016 0.05 0.03 0.22 read16935
read3922 33596 0.02885306807286673 0.012 0.012 0.09 0.01 read1195
read1957 33596 0.03199473731423616 0.066 0.046 0.18 0.02 read1972
read14927 33484 0.02932990153533056 0.01 0.0 0.0 0.0 read2900
read4176 33484 0.03260771655907521 0.02952755905511811 0.038 0.12 0.01 read5839
read549 33484 0.011893022560884507 0.0 0.0 0.01 0.0 read4208
read17481 33484 0.02141276392128716 0.0 0.014 0.0 0.0 read10225
read4886 33484 0.022649853582740694 0.01 0.012 0.04 0.01 read1777
read15541 33468 0.020728023210600306 0.032 0.0 0.02 0.0 read15232
read13825 33468 0.024174969332495588 0.018 0.01 0.03 0.04 read5721
read8077 33468 0.02163375224416517 0.0 0.034 0.0 0.0 read5287
read366 33468 0.020776576954165793 0.024 0.0 0.03 0.0 read7326
read15005 33468 0.007692768199233716 0.0 0.0 0.0 0.0 read6569
read13942 33373 0.028281975517095822 0.028 0.014 0.05 0.03 read3860
read6453 33373 0.022479338842975205 0.012 0.0 0.06 0.0 read4900
read14048 33373 0.026628283555235697 0.036 0.034 0.01 0.04 read17149
read6157 33373 0.021359048305695745 0.02 0.0 0.01 0.0 read4626
read6612 33373 0.011674319498214339 0.032 0.0 0.02 0.0 read2258
read1592 33332 0.0046258748610735635 0.0 0.014 0.0 0.0 read16185
read2380 33332 0.03230764594195473 0.008 0.13 0.01 0.28 read6008
read764 33332 0.02500300516889049 0.0 0.008 0.04 0.02 read410
read14006 33332 0.020442469906643054 0.048 0.006 0.02 0.01 read6859
read9974 33332 0.02134301924173746 0.026 0.0 0.0 0.0 read6417
read9228 33150 0.02604986082536609 0.02 0.044 0.0 0.02 read4626
read12484 33150 0.020481527354016253 0.01 0.0 0.04 0.03 read6536
read1733 33146 0.02644311231476128 0.0 0.008 0.03 0.03 read10696
read5759 33146 0.025275457077127982 0.03 0.006 0.01 0.01 read3860
read6181 33146 0.03459377372817008 0.06 0.072 0.09 0.09 read1195
read231 33016 0.031191098680610447 0.036 0.008 0.04 0.02 read7147
read8120 33016 0.016583798205190396 0.0 0.034 0.0 0.02 read5190
read526 33016 0.002879049610570658 0.022 0.0 0.01 0.0 read8541
read13846 33009 0.02074487443891787 0.0 0.0 0.0 0.0 read12641
read13370 33009 0.025633238170442812 0.026 0.002 0.03 0.04 read10652
read13690 33009 0.023365194962828097 0.0 0.022 0.01 0.03 read4900
read17617 33009 0.02569554124650711 0.058 0.02 0.04 0.01 read3560
read14313 33009 0.03020338570210693 0.156 0.0 0.17 0.0 read12326
read17257 33009 0.021042418362087263 0.014 0.042 0.01 0.01 read10743
read2932 32979 0.019707429822693957 0.01 0.006 0.01 0.01 read3459
read12321 32979 0.016568047337278107 0.0 0.022 0.0 0.03 read15805
read11857 32969 0.0263206106870229 0.012 0.034 0.05 0.02 read8493
read1532 32969 0.029331140350877194 0.03 0.022 0.03 0.0 read12531
read14398 32969 0.03134614798793676 0.034 0.0 0.03 0.04 read12003
read6774 32969 0.028314770416679312 0.042 0.0 0.01 0.01 read9828
read15167 32969 0.0294260552687519 0.07 0.054 0.01 0.01 read12571
read14102 32969 0.023606975754997872 0.0 0.018 0.03 0.01 read14875
read14770 32969 0.010803920973566812 0.0 0.014 0.0 0.04 read12935
read4164 32969 0.023672230652503793 0.022 0.02 0.02 0.02 read1777
read1418 32859 0.02731504164625184 0.018 0.01 0.02 0.03 read12604
read7431 32859 0.02180276879917058 0.034 0.022 0.01 0.0 read5511
read12041 32859 0.02109962693413247 0.004 0.0 0.02 0.0 read16671
read4637 32781 0.02235797189981674 0.002 0.04 0.01 0.02 read16799
read12166 32781 0.026298909557408594 0.054 0.052 0.0 0.07 read15722
read16754 32781 0.016272596580307712 0.0 0.0 0.0 0.03 read4921
read12581 32781 0.020042905301869446 0.0 0.032 0.0 0.01 read6104
read12734 32781 0.02821939586645469 0.0 0.05 0.02 0.0 read5511
read2276 32781 0.018347783612162657 0.002 0.0 0.02 0.0 read8453
read6501 32650 0.02120336795525782 0.0 0.022 0.0 0.01 read16609
read15806 32650 0.02476172964359045 0.01 0.02 0.04 0.0 read16795
read666 32650 0.028709014507867375 0.046 0.034 0.03 0.03 read2433
read9671 32650 0.0887247694158535 0.022 0.186 0.01 0.43 read12235
read4740 32650 0.02661060127067923 0.018 0.034 0.0 0.02 read7968
read3871 32624 0.023725484177895093 0.026 0.032 0.02 0.01 read10652
read3218 32624 0.029313749691434215 0.01 0.014 0.06 0.0 read12531
read17164 32624 0.026739443745975283 0.01 0.01 0.02 0.0 read2826
read14333 32353 0.02638112973308504 0.03 0.072 0.03 0.01 read10241
read8100 32353 0.0031881635558857215 0.0 0.0 0.0 0.0 read9828
read11364 32353 0.01797426061131048 0.02 0.008 0.01 0.02 read6894
read10332 32353 0.02554507499613422 0.008 0.0 0.03 0.01 read7820
read15312 32323 0.024652358388305616 0.012 0.036 0.0 0.0 read7966
read15636 32323 0.01641273380403815 0.026 0.0 0.01 0.0 read14941
read14837 32317 0.025055177344648575 0.0 0.0 0.01 0.0 read9145
read7667 32160 0.018827410219704986 0.05 0.0 0.02 0.0 read13025
read10131 32160 0.02228446934329287 0.0 0.045275590551181105 0.0 0.13 read15805
read2730 32160 0.02400373599003736 0.016 0.006 0.01 0.0 read16783
read10820 32134 0.022741433021806853 0.004 0.026 0.05 0.0 read6168
read9266 32134 0.025939036997587796 0.0 0.018 0.0 0.03 read4571
read14676 32134 0.022485207100591716 0.02 0.004 0.01 0.02 read8541
read14311 32124 0.026120102480784852 0.03875968992248062 0.006 0.01 0.04 read9311
read16361 32124 0.0167886622021492 0.008 0.0 0.02 0.0 read3378
read2598 31989 0.027016862032219646 0.068 0.0 0.01 0.0 read12923
read10798 31989 0.023769312566460248 0.00992063492063492 0.014 0.07 0.01 read4462
read5805 31989 0.018830153268689396 0.0 0.072 0.0 0.04 read8131
read4317 31989 0.024958558783973978 0.008 0.006 0.0 0.0 read7406
read7308 31918 0.020949633067804053 0.036 0.0 0.01 0.01 read259
read6937 31918 0.023460595005975218 0.01 0.142 0.04 0.0 read16799
read6442 31918 0.02403665118614284 0.0 0.03 0.0 0.01 read3649
read9178 31917 0.020319849482596426 0.008 0.032 0.01 0.02 read5583
read10388 31917 0.029005568314090666 0.058 0.048 0.19 0.05 read12531
read14476 31917 0.030985027580772262 0.078 0.0099601593625498 0.03 0.05 read6008
read7634 31917 0.020536778077381326 0.01 0.0 0.03 0.0 read12089
read1706 31860 0.02514732297608168 0.006 0.014 0.05 0.01 read4571
read8735 31860 0.03348678816926279 0.034 0.01 0.04 0.01 read16935
read16863 31860 0.026284311256610425 0.0 0.044 0.01 0.01 read8131
read9332 31860 0.030929137838435535 0.0 0.012 0.01 0.04 read3270
read7433 31832 0.022692222956598368 0.0 0.002 0.0 0.0 read10652
read1555 31832 0.023932322787596706 0.018 0.002 0.02 0.01 read16356
read16768 31832 0.022642816653020092 0.01 0.04 0.0 0.04 read5511
read17229 31816 0.0161614891208653 0.014 0.01 0.02 0.0 read6214
read11730 31816 0.022162060064219606 0.032 0.006 0.02 0.01 read5430
read10489 31816 0.020715275154262688 0.0 0.012 0.0 0.03 read6859
read4399 31816 0.024509958153729982 0.072 0.042 0.02 0.04 read7220
read9577 31816 0.016680434644468452 0.0 0.038 0.0 0.0 read16793
read10346 31816 0.02103707430583944 0.0 0.006 0.0 0.01 read12182
read6193 31816 0.025605449041372352 0.0 0.006 0.03 0.03 read10811
read119 31816 0.017642064215855846 0.0 0.0 0.0 0.01 read9983
read2219 31796 0.020782819535850365 0.026 0.026 0.04 0.03 read11765
read12308 31796 0.01577952755905512 0.038 0.0 0.0 0.0 read14770
read8482 31796 0.02039852677306639 0.02 0.02 0.01 0.0 read3413
read1543 31783 0.021705524182099253 0.004 0.004 0.01 0.0 read16903
read1327 31783 0.02691794317676222 0.0 0.038 0.01 0.01 read6754
read3728 31783 0.022887545649162573 0.082 0.06 0.01 0.03 read2278
read5733 31783 0.02622383126082166 0.034 0.024 0.0 0.0 read7157
read8968 31783 0.023800528900642236 0.018 0.04 0.03 0.0 read3413
read14136 31678 0.01739598846604772 0.0 0.0 0.0 0.02 read9145
read17106 31678 0.01635144537921437 0.0 0.0 0.0 0.0 read17127
read5303 31678 0.01683937823834197 0.024 0.0 0.03 0.0 read9164
read15878 31678 0.018234195447782455 0.0 0.01 0.01 0.0 read9397
read3631 31653 0.031819920928453004 0.024 0.016 0.01 0.04 read4071
read676 31653 0.02059344552701506 0.002 0.0 0.04 0.01 read11783
read9062 31653 0.0 0.0 0.0 0.0 0.0
read4866 31596 0.02150367367620978 0.022 0.008 0.02 0.03 read1950
read2150 31596 0.024600284945385468 0.02 0.014 0.01 0.04 read5583
read3389 31596 0.025840775223256698 0.062 0.036 0.02 0.03 read3881
read671 31596 0.017843559837728194 0.02 0.0 0.03 0.0 read6894
read10134 31571 0.023295725409184807 0.022 0.048 0.06 0.09 read16935
read5540 31571 0.018610697187787323 0.048 0.0 0.0 0.0 read4208
read4597 31571 0.017149015754271406 0.016 0.0 0.02 0.0 read4904
read973 31561 0.07012164302321663 0.066 0.028 0.24 0.01 read3830
read1895 31561 0.01861837097183456 0.036 0.0 0.0 0.0 read12182
read2400 31542 0.027887431554819816 0.024 0.068 0.05 0.01 read2995
read1987 31542 0.025602697029451053 0.028 0.036 0.02 0.03 read8131
read5308 31542 0.014119364152679507 0.0 0.01 0.0 0.02 read13747
read3155 31519 0.026153552815558662 0.0 0.086 0.01 0.3 read8235
read1849 31519 0.023475222363405338 0.02 0.008 0.01 0.02 read13378
read13510 31519 0.021893867175087386 0.01 0.012 0.0 0.02 read6536
read8788 31505 0.02038677717443079 0.0 0.048 0.0 0.01 read12641
